광물이름,보고서 내용,날짜
유연탄,"중국 증산기조에도 불구, 인도 석탄수입 증가에 따른 소폭 상승세 최근 중국 국가발전개혁위원회(NDRC)는 연간 120만톤 이상의 대형 프로젝트 추진 등을 발표하면서 증산기조가 예상되고 있으나, 인도의 석탄수입 증가세로 연료탄 가격은 전주대비 소폭 상승함. 인도의 2018/2019 회계연도 연료탄 수입량은 6,165만톤으로 전년대비 9.3% 증가했으며, 3월 수입량도 634만톤으로 전년동월대비 44% 증가함",201904
철광석,중국 대기오염 규제에 따른 고품위 철광석 수요확대에 따른 소폭 상승세 중국 허베이성 탕산시는 4월20일~25일간 제강사들의 소결공정을 최소 40%이상 감축하는 대기오염 규제를 발동함에 따라 고품위 철광석 소비대체에 따른 상승압력이 발생함,201904
우라늄,박스권횡보에 따른 소폭 하락세 우라늄 가격은 파운드당 25달러 중반대에서 박스권횡보중이며 전주대비 1.2% 하락함,201904
"동,니켈,아연","중국 제조업 경기지표 악화 및 유가하락에 따른 하향세 중국의 제조업 경기지표가 시장전망을 하회한 가운데 국제유가 하락과 공급확대 요인으로 비철금속 하방압력이 발생함. 중국의 4월 Caixin 제조업 PMI는 50.2로 전월의 50.8, 시장전망치 51.0선을 하회했으며, 5월1주차 국제유가(WTI)는 배럴당 62.25달러로 전주대비 1.7% 하락세로 전환함에 따라 가격하락요인으로 작용함. 전기동은 LME 재고량의 증가세와 공급확대 요인이 부각되면서 가격이 전주대비 1.4% 하락함. 5월3일 기준 LME 전기동 재고량은 228천톤으로 연초대비 72.7% 증가했으며, 최근 칠레 Chuquicamata 제련소가 환경규제에 따른 개보수 작업종료로 5월 재가동이 예상되는 등 단기적으로 공급확대 가능성이 높아짐. 니켈은 상기 중국 제조업 경기악화 여파로 가격이 전주대비 1% 하락했으나, 전기동과는 반대로 LME 재고량이 173천톤으로 16.2% 감소하였고, 출하예정 비율도 40%에 육박하며 작년 4월이후 최고치를 경신함에 따라 타이트한 수급을 반영함",201905
유연탄,"중국 증산기조 및 인도 발전소 연료탄 재고증가에 따른 하향세 최근 중국 국가발전개혁위원회(NDRC)의 신규 대형 프로젝트 추진계획 및 인도 발전소들의 연료탄 재고량이 `16년 6월이후 최고치인 3,198만톤으로 전월대비 6.5% 증가했다는 소식으로 하방압력이 발생함",201905
철광석,메이저 공급이슈 및 중국 제강부문 가동률 증가에 따른 상승세 메이저 Vale사의 브라질 철광석 감산기조가 유지되는 가운데 중국의 최근 제강사들의 고로가동률이 3월중순 이후 6주 연속 상승세를 보이면서 가격상승세가 나타남,201905
우라늄,박스권횡보에 따른 소폭 하락세(2주연속) 우라늄 가격은 파운드당 25달러 중반대에서 박스권횡보중이며 전주대비 1.7% 하락함. 한편 메이저 Cameco사의 호주 Yeelirrie 프로젝트가 연방정부의 승인을 발급받아 향후 개발될 전망임,201905
"동,니켈,아연","미·중 무역리스크 심화에 따른 하향세 미·중 무역리스크 심화 및 국제유가 하락으로 비철금속 가격은 전반적으로 하락세를 시현함. 10일 미국은 중국산 수입품 2,000억달러 규모에 대해 25% 추가관세를 예정대로 부과함에 따라 중국을 비롯한 세계 무역경기 둔화 우려가 나타남. 5월2주차 국제유가(WTI)는 배럴당 61.66달러로 전주대비 0.5% 하락하며 하방압력을 심화시킴. 다만, 같은기간 미달러인덱스는 97.49로 전주대비 0.2% 하락하며 상기 하방압력을 일부 상쇄시킴. 전기동은 1분기 Codelco사의 생산실적이 칠레 북부지역 폭우로 인해 전년동기대비 17% 감소하였고, 특히 Escondida, Collahuasi광산의 생산량이 전년동기대비 각각 14.8%, 5.4% 감소한 것으로 나타나면서 상기 하방압력이 부분 상쇄됨. 니켈은 인도네시아 국영기업 PT Antam사의 1분기 페로니켈 및 원광생산량이 각각 전년동기대비 7.3%, 5.9% 증가하면서 하방압력이 심화되었으나, LME 니켈재고량 감소추세가 이를 일부 상쇄함",201905
유연탄,중국 증산기조 및 국제유가 하락에 따른 하향세 최근 중국 국가발전개혁위원회(NDRC)의 신규 대형 프로젝트 추진계획 및 국제유가(WTI)하락으로 연료탄 가격하락세가 나타남. 또한 Yancoal Australia사의 호주 Cameby Downs 탄광 확장계획(연280만톤 → 350만톤)이 정부승인을 받으면서 공급확대 전망,201905
철광석,Vale사 감산기조 및 중국 산업경기 개선에 따른 상승세 메이저 Vale사의 브라질 철광석 감산기조 및 중국의 산업생산 증가세에 힘입어 철광석 가격상승세가 나타남. 중국의 3월 산업생산 증가율은 8.5%로 전년동월대비 3.2%p 상승함,201905
우라늄,박스권횡보에 따른 소폭 하락세(3주연속) 우라늄 가격은 파운드당 25달러대에서 박스권횡보중이며 전주대비 0.7% 하락함,201905
"동,니켈,아연","미·중 무역리스크 심화에 따른 하향세 미·중 무역리스크 심화 및 미국의 자동차 관세부과 가능성으로 세계 경기둔화 우려가 심화되면서 비철금속 하방압력이 발생함. 미국이 중국산 수입품 2,500억달러 규모에 대해 25% 추가관세 부과를 결정하면서 중국도 보복관세를 경고하였고, 미국의 자동차 관세부과 가능성이 제기되면서 EU도 보복조치를 발표하는 등 무역리스크가 심화되는 상황임. 한편 미달러가치도 가격하락요인으로 작용하였는데, 5월3주차 미달러인덱스는 97.67로 전주대비 0.2% 상승하면서 위험자산 투자수요가 위축됨. 다만, 중국 국가통계국에 따르면 1~4월 중국의 부동산 투자가 전년동기대비 11.9% 증가하였고, 같은기간 에어컨 생산도 12.5% 증가함에 따라 상기 하방압력이 부분상쇄됨. 전기동은 Glencore사의 잠비아 Mopani광산의 일부 갱도가 경제성 부족으로 영구 폐쇄되면서 공급차질이 발생함. 니켈은 5월3주차 LME재고량이 167천톤으로 전주대비 2.3% 감소하며 `17년말 이후 지속적인 감소세를 보임에 따라 미·중 무역리스크에도 불구하고 보합권을 유지함",201905
유연탄,위안화 가치하락 및 중국 증산기조에 따른 하향세 최근 중국 국가발전개혁위원회(NDRC)의 신규 대형 프로젝트 계획이 추진되는 가운데 위안화 환율(달러/위안화)이 5개월내 최저인 6.86까지 급락함에 따라 구매력 하락에 따른 수입수요 약화로 가격하방압력이 발생함. 5월3주차 연료탄 평균가는 톤당 77.49달러로 전주대비 5.6% 하락함,201905
철광석,"Vale사 감산기조 및 중국 조강생산 확대에 따른 상승세 메이저 Vale사의 브라질 철광석 감산기조 및 중국의 조강생산 증가에 따라 철광석 가격상승세가 나타남. 중국의 1분기 조강생산량은 2억3,100만톤으로 전년동기대비 9.9% 증가함",201905
우라늄,4주연속 가격하락세 시현 우라늄 가격은 파운드당 24.75달러로 전주대비 1.2% 하락하며 4주연속 내림세를 나타냄,201905
"동,니켈,아연","미·중 무역전쟁 격화 및 유가하락에 따른 하향세 미국의 중국 화웨이 제재 및 중국의 희토류 수출중단 가능성이 제기되면서 위험자산 투자수요가 위축되었고, 국제유가도 급락함에 따라 비철금속 하방압력이 발생함. 미국 상품선물거래위원회(CFTC)에 따르면 투자신탁 및 자산운용사들은 5월14일까지 4주연속 전기동을 순매도함. 5월4주차 국제유가(WTI)는 배럴당 58.63달러로 전주대비 6.6% 급락하였고, 같은기간 미달러인덱스도 97.90으로 전주대비 0.2% 상승하며 가격하락요인으로 작용함. 전기동은 공급이슈가 발생하였으나, 상기 경기 불확실성으로 전주대비 1.6% 가격이 하락함. 2월초부터 두달여간 주민들이 수출길을 봉쇄한 바 있는 페루 Las Bambas광산(`18년 동 385천톤 생산)이 운영사와 주민간 협상 실패로 정광수송 도로가 재봉쇄되면서 수출차질이 불가피한 상황임. 또한 잠비아 정부는 Vedanta사의 잠비아 Konkola 구리광산 지분몰수를 위해 조인트 벤처 해산절차를 진행하는 등 자원민족주의적 정책이 강화되고 있음. 니켈은 런던금속거래소(LME), 중국상해기화교역소(SHFE) 모두 거래소 재고량이 감소추세를 나타내면서 상기 경기불안에도 불구하고, 가격은 보합권을 유지함",201905
유연탄,호주 공급확대 우려 및 중국 구매력 하락에 따른 하향세 호주 총선결과 석탄개발을 지지하는 집권당이 승리하면서 Adani Group사의 Camichael 신규프로젝트(개발시 호주 총 연료탄 수출량 두배이상 증가전망) 개발가능성이 높아짐에 따라 공급확대 전망이 제기됨. 또한 최근 중국 위안화 가치하락에 따른 구매력 저하가 가격하락요인으로 작용함,201905
철광석,Vale사 감산기조 및 중국 제강사의 재고비축 기대에 따른 상승세 메이저 Vale사의 브라질 철광석 감산기조 및 중국 제강사들의 재고비축 수요증가 기대에 따른 상승압력이 발생함. 최근 중국 제강사들의 보유 재고일수는 약 20일로 통상수준(30일)을 하회하는 상황,201905
우라늄,5주연속 가격하락세 시현 우라늄 가격은 파운드당 24.56달러로 전주대비 0.8% 하락하며 5주연속 내림세를 나타냄,201905
"동,니켈,아연","미·중 무역리스크 지속 및 유가하락에 따른 하향세 중국의 희토류 수출중단 가능성이 환구시보에 게재되는 등 미·중 무역갈등 지속으로 위험자산 투자수요 위축에 따른 하방압력이 발생함. 또한 5월5주차 국제유가(WTI)도 전주대비 8.7% 급락함에 따라 가격하락요인으로 작용함. 전기동은 공급이슈가 발생하였으나, 상기 경기 불확실성으로 전주대비 1.4% 가격이 하락함. 페루 Las Bambas 광산의 정광수송 도로가 재봉쇄되었으며, 세계 최대 노천광산인 칠레 Chuquicamata광산은 노조가 운영사인 Codelco사의 최종협상안을 거부함에 따라 파업투표에 돌입하는 등 공급차질 가능성이 높아지면서 상기 하방압력을 일부 상쇄하는 상황임. Chuquicamata광산의 노천채굴 전환사업 등으로 Codelco사의 1분기 생산량은 34.2만톤으로 영업이익이 전년동기대비 44.4% 감소한 3억7,200만달러를 기록함. 니켈은 5월말 기준 LME 니켈재고량이 158,604톤으로 연초대비 23.2% 감소함에 따라 가격이 전주대비 0.7% 소폭 상승함. 다만, 철강 메이저인 ArcelorMittal사가 유럽의 경기둔화를 이유로 감산정책을 발표함에 따라 원재료 수요위축이 예상되는 상황임",201906
유연탄,중국의 증산기조 및 위안화 가치하락에 따른 하향세 중국의 국가발전개혁위원회(NRDC)의 대형 신규 연료탄 프로젝트 정책추진으로 공급확대가 우려되는 가운데 최근 중국 위안화 가치하락에 따른 구매력 저하로 하방압력 발생,201906
철광석,"Vale사 감산기조 및 중국 조강생산 확대에 따른 상승세 메이저 Vale사의 GongoSoco 광미댐 감찰소식으로 공급차질 우려가 심화되었고, 중국의 4월 조강생산량이 8,503만톤으로 역대 최대를 기록함에 따라 철광석가격은 전주대비 1% 상승함",201906
우라늄,6주연속 가격하락세 시현 우라늄 가격은 파운드당 24.11달러로 전주대비 1.8% 하락하며 6주연속 내림세를 나타냄,201906
"동,니켈,아연","공급이슈에도 불구, 미·중 무역리스크 장기화에 따른 하향세 광종별 공급이슈에도 불구하고, 미·중 무역리스크 지속에 따른 세계 경기 하방위험이 증가함에 따라 비철금속 가격이 하락함. 최근 국제통화기금(IMF)은 중국의 금년 경제성장률 전망치를 6.3%에서 6.2%로 1%p 하향조정 하는 등 경기하방 리스크가 높아짐. 다만, 투자환경 지표인 미달러가치와 국제유가는 상기 하방리스크를 상쇄하는 방향으로 작용함. 6월1주차 국제유가(WTI)는 배럴당 53.99달러로 전주대비 0.9% 상승했으며, 같은기간 미달러인덱스는 97.02로 미연준의 금리인하 가능성이 제기되면서 전주대비 0.9% 하락함. 5월 미국의 비농업부문 고용이 7.5만명 증가로 시장전망치인 18만명 증가를 크게 하회함에 따라 경기 대응적으로 금리인하 가능성이 제기되는 상황임. 전기동은 칠레 Chuquicamata광산노조가 운영사인 Codelco사의 최종 협상안을 거부함에 따라 정부중재 절차를 거치는 등 노조 파업이슈가 부각되면서 상기 하방리스크 일부 상쇄함. 니켈은 6월1주차 LME 평균재고량이 161,974톤으로 전주대비 소폭 증가하면서 하방압력이 심화",201906
