날짜,광물이름,보고서 내용
202406,갈륨,"중국 시장, 5월 갈륨 가격 추이‐갈륨금속(99.99% min) : 월말 시세는 2,370~2,420위안/kg(U$326~333/kg, EXW D/P)로전월 말 대비 50위안/kg 상승함‐갈륨금속(99.99999% min) : 월말 시세는 2,490~2,540위안/kg(U$343~350/kg, EXWD/P)로 전월 말 대비 50위안/kg 상승함‐갈륨금속(99.99% min) 수출시장 : 월말 시세는 U$ 420~430/kg(FOB)로 전월 말 대비U$10/kg 상승함. 중국은 미국의 對中 제재 속 ’23년 8월 반도체 핵심 원료인 게르마늄및 갈륨 수출 통제에 돌입하였으나 연말부터 일부 국가로의 수출을 재개한 바 있음. 4월독일로의 수출량은 전월 대비 24,900% 급증한 3,500kg를 기록함※ 보고서 자료원 : Argus Metals, Asian Metal, 코리아PDS, Mining.com"
202406,셀레늄,"중국, 1~4월 셀레늄 수입 전년비 47% 감소‐중국의 1~4월 셀레늄 수입량은 건설시장 침체에 따른 내수 감소로 282톤에 그치며 전년동기 533톤 대비 47% 감소함. 동기 對中 상위 5개 공급국은 일본, 캐나다, 한국, 핀란드,칠레로 총 200톤을 기록하며 국가 총 수입량의 70.9% 차지함‐하류 부문인 중국 망간 업계의 가동률이 70% 선을 유지하고 있음에도 불구하고, 중국 부동산침체 영향 지속에 따른 유리, 세라믹 등 업계의 수요 부진으로 1~4월 셀레늄 소비 위축이지속됨"
202406,몰리브덴,"중국 Longyu社, 5월 몰리브덴 정광 경매가격 전월대비 하락 발표‐중국의 메이저 광산기업인 Luanchuan Longyu社는 5월 11일 몰리브덴 정광의 경매가격이"
202406,몰리브덴,"중국 Fuquan Dingsheng社, 내년 산화/페로 몰리브덴 생산 플랜트 건설 확대계획‐중국의 국영 금속 제조사인 Xiamen Tungsten社의 자회사인 Fuquan Dingsheng社는내년 산화몰리브덴과 페로몰리브덴 생산공장의 건설규모를 확대할 것으로 전해짐‐동사는 당초 ’25년 1월에 산화몰리브덴 20천톤, 페로몰리브덴 2천톤급의 생산능력을 갖춘플랜트를 Fujian성 Fuquan지역에 건설할 계획이었으나, 투자규모(109.92백만위안 →159.09백만위안)를 늘려서 산화몰리브덴 생산능력(20천톤 → 22천톤)을 확대할 것으로 6월18일 발표함. 이에 따라 본 플랜트의 생산 개시 일정도 ’25년 2분기로 연기될 전망임‐최근 중국의 몰리브덴 소비량 증가 속도가 정광 공급 속도보다 빨라지면서 다수의 광산기업은페로몰리브덴이나 몰리브덴 화합물 등 하류부문 제품의 생산능력을 확대하는 상황임. 이러한추세는 현물시장에서 몰리브덴 정광의 공급과잉을 완화할 것으로 분석됨"
202406,몰리브덴,"타이트한 시장수급 및 생산비 인상에 따른 가격상승세‐몰리브덴 시장은 하류부문 산업의 견고한 수요, 타이트한 공급 및 생산비용 인상 여파로가격상승압력이 발생하면서 5월 페로몰리브덴 평균가격(북미 FOB기준)은 U$49,852/t로전월대비 5.7% 상승세를 나타냄‐다만, 중국 경기지표 부진, 철강산업에 대한 에너지 소비 및 탄소배출 감소계획으로원재료인 몰리브덴 수요둔화 우려가 제기되는 가운데 최근 페루의 몰리브덴 생산 확대에따라 상기 상승압력이 일부 상쇄된 것으로 분석됨 - 중국 정부는 GDP당 에너지 집중도 완화 및 탄소배출 저감을 위한 2개년 액션플랜을 발표하였고, 특히 철강,비철산업 부문에서 지속가능한 개발과 기술혁신을 통해 그린에너지 전환을 목표로 함 - 페루의 4월 몰리브덴 생산량은 3,530톤으로 전년동월대비 37.4% 증가함‐(중국 기준가) 5월말 기준 몰리브덴 정광, 산화/페로 몰리브덴, 몰리브덴 바(Bar) 가격은 상승함"
202406,니오븀,"영국 Echion社, 산화니오븀 생산시설 확대를 위한 투자금 36.7백만달러 조달 확보‐영국의 스타트업 Echion社는 리튬/이온전지 양극재 원료인 산화니오븀의 생산능력 확대를 위해 36.7백만달러의 투자금을 확보함. 금번 자금조달은 글로벌 니오븀 생산업체 CBMM, 금융투자사인 BGF 등이 참여‐상기 플랜트는 2차전지 양극재용 산화니오븀을 상업 생산하는 첫 플랜트로서 생산능력은 연간2천톤급으로 올해 생산을 시작할 것으로 예상됨"
202406,니오븀,"세계 경기부진에 따른 수요둔화 및 중국의 생산확대로 니오븀 국제가격 소폭 하락세‐주요국 고금리 지속에 따른 세계 경기 부진으로 철강 및 배터리 양극재 원료인 니오븀 수요둔화 우려가제기되는 가운데 중국의 5월 생산 확대로 페로니오븀 5월 평균가격은 전월대비 0.47% 하락함‐(생산) 중국의 5월 산화니오븀 생산량은 500톤으로 전월대비 3.5%, 전년동월대비 40.9% 증가함‐(재고) 중국의 산화니오븀 제조업체들의 재고량은 90톤으로 전월대비 2.3%, 전년동월대비 46.4% 증가함‐(중국 기준가) 5월말 기준 페로니오븀은 전월말 가격을 유지했으며 산화니오븀은 소폭 상승함"
202406,안티모니,"세계 시장, 5월 안티모니 가격 추이‐인도 : 국제 및 현지 시장 공급부족으로 안티모니 잉곳(99.65% min) 월말 시세는 1,340~1,350루피/kg로 월초보다 190루피/kg 상승함‐유럽(로테르담) : 현물시장 공급부족 등으로 잉곳(99.65% min) 월말 시세는 U$19,500~20,000/t로월초 대비 U$4,500/t 상승함. 원자재 가격 급등 등으로 삼산화안티모니(99.5% min) 월말 시세는EUR17~17.2/lb로 월초보다 EUR5.2/lb 상승함‐미국(볼티모어) : 공급부족 등으로 잉곳(99.65% min) 월말 시세는 U$8.4~8.5/lb로 월초대비U$2.75/lb 상승함. 삼산화안티모니(99.5% min)는 U$8.4~8.6/lb로 U$2.75/lb 상승함"
202406,안티모니,"중국 시장, 5월 안티모니 가격 추이‐안티모니 잉곳(99.65% min) : 시장 내 가격 상승 추세로 월말 시세는 130,000~133,000위안/톤(U$17,927~18,341/t, EXW D/P)로 월초 대비 30,000위안/톤(U$ 4,137/t) 상승함‐안티모니 잉곳(99.85% min) : 안티모니 잉곳 가격 급등으로 인한 공급 업계의 판매 보류 및낙관적인 시장 전망이 추가 상승을 견인함에 따라 월말 시세는 140,000~143,000위안/톤(U$19,307~19,720/t, EXW D/P)으로 월초 대비 36,000위안/톤(U$4,965/t) 상승함‐삼산화안티모니(99.5% min) : 원자재 가격상승으로 월말 시세는 127,000~130,000위안/톤(U$17,514~17,928/t, delivered D/A 30일)로 월초 대비 38,000위안/톤(U$5,240/t) 상승함‐삼산화안티모니(99.8% min) : 안티모니 잉곳 가격상승으로 월말 시세는 132,000~135,000위안/톤(U$18,203~18,617/t, delivered D/A 30일)로 월초 대비 42,000위안/톤(U$5,792/t) 상승함‐중국 수출시장 : 현물시장 공급부족, 외국 공급업자의 판매 보류 등으로 안티모니 잉곳(99.65%min) 월말 시세는 U$20,500~21,000/t(FOB 중국)로 월초 대비 U$5,400/t 급등함. 내수가상승 등으로 삼산화안티모니(99.5% min) 월말 수출가는 U$17,500~18,000/t(Inc/Vat FOB중국)로 월초 대비 U$4,700/t 상승함"
202406,안티모니,"중국 4월 삼산화안티모니 수출 하락‐중국 시장 내 안티모니의 지속적인 가격 상승세로 인해 소비자들의 구매가 둔화하면서판매량이 감소하여 중국 4월 삼산화안티모니 수출이 하락함. 5월 삼산화안티모니 선적은전월 대비 28% 하락한 후 안정세에 들어갔고, 1월~4월 전체 선적량은 11,507톤으로전년 대비 6% 하락함‐올해 4월 안티모니 금속 선적량은 237톤, 1월~4월 전체 선적량은 1,021톤으로 전년선적량인 1,678톤 대비 하락함. 5월 30일 FOB 기준 안티모니 금속 수출 가격은 U$21,000~21,500/톤으로 4월의 U$7,800/톤 이래 큰 폭으로 상승한 바 있고, 99.5% 순도의 산화안티모니 가격은 같은 날 FOB 기준 U$17,700~17,800/톤으로 4월의 U$6,600/톤 이래최고가를 경신함"
202406,안티모니,"중국 4월 안티모니 생산량 증가‐중국 후난성 소재 제련소의 재가동 및 안전 점검 후의 생산 재개로 중국의 4월 안티모니금속 생산량이 전월 및 전년 대비 상승함. 중국 비철금속 산업협회에 따르면 4월 안티모니금속 생산량은 5,622톤으로 3월의 4,884톤, 전년도 4월 5,517톤 대비 상승하였고, 금년1월~4월의 총생산량은 21,837톤으로 전년 동기 대비 8% 상승함‐반면 후난성 Lengshuijiang市에 있는 안티모니 프로젝트 조업 중단의 영향으로 5월 생산량은감소할 것으로 전망됨. 한편 4월 삼산화안티모니 생산량은 9,113톤으로 8월의 8,613톤,전년 4월의 8,494톤 대비 상승함. 금년 1월~4월의 전체 생산량은 31,431톤으로 전년 대비1% 상승한 수치임"
202406,마그네슘,"세계 시장, 5월 마그네슘 가격 추이‐인도 마그네슘 잉곳 시장 : 월말 시세는 260~265루피/kg로 전월 말보다 2루피/kg 상승함‐러시아 마그네슘 잉곳 시장 : 월말 시세는 273~283루블/kg로 전월 말 271~276루블/kg보다상승함"
202406,마그네슘,"중국 시장, 5월 마그네슘 가격 추이‐마그네슘 잉곳(Ingot, 99.95% min) : 월말 시세 18,700~19,000위안/톤(U$2,597~2,638/t,EXW D/P)‐마그네슘 분말(powder) : 월말 시세 19,600~19,900위안/톤(U$2,772~2,763/t, EXW D/P)‐마그네슘 합금(Alloy) : 월말 시세 20,300~20,600위안/톤‐마그네슘 잉곳 수출시장 : 월말 수출가 U$2,600~2,650/t(FOB 중국)‐마그네슘 분말 수출시장 : 월말 수출가 U$2,760~2,810/t(FOB 중국)‐마그네슘 합금 수출시장 : 월말 수출가 U$2,840~2,890/t(FOB 중국)"
202406,마그네슘,"루마니아 Verde Magnesium社 광업권 획득‐루마니아 Verde Magnesium社는 루마니아 서부 Oradea 인근에 소재한 휴광 상태의마그네슘 광산 광업권을 획득함. 이 광산은 2014년 지역주민의 개발 반대와 환경문제로개발이 중단된 바 있으나 유럽 핵심원자재법(CRMA)에 따라 재개발이 논의되고 있음‐Verde Magnesium社의 CEO Alexandru Rosu는 상기 광산 탐사에 최대 5년이 소요될예정으로 동시에 마그네슘 금속 생산 시설을 구축할 것이라고 밝힘. 동사는 연간 마그네슘생산 규모 90천톤의 설비를 2027년 생산 개시하는 것을 목표로 하고 있으며, 이는 유럽수요의 50%, 전세계 수요의 9% 이상에 상응하는 규모임‐유럽은 마그네슘을 핵심광물의 하나로 지정하고 있으나 현재 대부분 중국으로부터수입에 의존하고 있음. CRMA에 따르면 2030년까지 핵심광물 유럽 연간 소비량의 역내채광 10%, 가공 40%, 재활용 25% 달성을 목표로 규정하고 있음"
202406,마그네슘,"중국 Yulin市 2024년 1분기 마그네슘 금속 생산 증가‐중국 산시성 북서쪽에 위치한 Yulin市의 1분기 마그네슘 금속 생산이 증가함. 중국 내 경금속최대 생산지인 Yulin市의 1월~3월 총 마그네슘을 생산량은 159천톤을 기록하며 전년139천톤 대비 약 15% 상승함. 3월 생산량은 55.9천톤으로 작년 47.5천톤 대비 약 18%증가함. Yulin市 정부는 작년 5월 일부 마그네슘 금속 생산자들에게 연 75천톤 이하 규모의생산 설비 가동을 중단하도록 지시했고, 해당 생산업체들은 설비 업그레이드, 신규 생산설비 구비 후 같은 해 10월에 생산을 재개한 바 있음"
202406,마그네슘,"중국 1월~4월 마그네슘 금속 수출 증가‐중국 내 마그네슘 가격이 최저점을 찍으면서 해외 소비자의 구매 증가로 인해 2024년1월~4월 중국의 마그네슘 금속 수출이 93,156톤을 기록하며 전년도 66,844톤 대비 39.4%증가함. 월별 수출은 3월 30,318톤으로 전년 대비 50.6% 상승하며 최고점을 기록함‐중국 산시성에서 수익률 저하로 생산 감축을 단행한 이후 중국 국내 마그네슘 가격은 4월에반등하여 현재까지 18,000위안/톤을 상회하고 있음. 4월 마그네슘 금속 수출은 18,769톤으로전월 대비 38.1% 하락한 바, 1분기에 재고를 비축해 둔 해외 소비자들의 구매 감소에 그원인이 있음. 1월~4월 마그네슘 합금 수출은 34,212톤으로 전년 대비 11.6% 하락했으며,마그네슘 분말 수출은 같은 기간 28,986톤으로 30.2% 상승함"
202406,인듐,"세계 시장, 5월 인듐 가격 추이‐유럽(로테르담) : 인듐잉곳(99.995% min)의 월말 시세는 U$327~332/kg으로 전월 말대비 U$67/kg 상승함‐미국 : 인듐잉곳(99.995% min)의 월말 시세는 배송료 포함 U$316~321/kg으로 전월말 대비 U$66/kg 상승함"
202406,인듐,"중국 시장, 5월 인듐 가격 추이‐인듐잉곳(Ingot, 99.995% min) : 월말 시세는 2,900~2,950위안/kg(U$400~407/kg,EXW D/P)으로 전월 말 대비 530위안/kg(U$73.14/kg) 상승함‐인듐잉곳(99.995% min) 수출시장 : 월말 수출가는 U$365~370/kg(FOB 중국)으로전월 말 대비 U$45/kg 상승함"
202406,텅스텐,"세계 시장, 5월 텅스텐 가격 추이‐아프리카 텅스텐 정광(50% min) : 국제시장에서 공급부족 등으로 텅스텐 정광 가격이완만하게 상승함. 월말 시세는 U$260~265/mtu(FOB)로 월초 대비 U$6/mtu 상승함‐유럽 텅스텐 APT(88.5% min) : 중국 텅스텐 가격상승으로 가격이 완만하게 상승하였으나시장 관망세로 월말 시세는 U$350~360/mtu(로테르담)로 월초 대비 U$15/mtu 상승함‐유럽 페로텅스텐(75% min) : 원재료 가격상승의 영향으로 가격이 급등하였으나 수요는다소 저조하였음. 월말 시세는 U$45.8~46.8/kg(로테르담)로 월초 대비 U$4.0/kg 상승함‐러시아 페로텅스텐(75% min) : 원재료 가격상승으로 가격이 소폭 상승하였으며 시장수요가 견조하였음. 월말 시세는 U$46.1~47.1/kg(FOB)으로 월초 대비 U$3.3/kg 상승함"
202406,희토류,"호주 최대 연기금, 희토류를 포함한 핵심광물 투자 A$120억 규모로 확대 발표‐호주 최대 연기금인 AusralianSuper社는 향후 5년간 희토류, 리튬, 바나듐 등 에너지 전환에필수적인 핵심광물에 대한 투자를 A$120억 규모로 확대할 계획이라고 발표함‐이는 핵심광물 공급망에 대한 중국의 영향력을 감소시키기 위해 호주 연방정부가 5월 14일 발표한핵심광물, 수소 및 친환경 금속 부문에 대한 A$227억 규모 지원계획인 ‘Future Made inAustralia program’과 방향을 같이하고 있음"
202405,마그네슘,"세계 시장, 4월 마그네슘 가격 추이‐유럽 마그네슘 잉곳 시장 : 월말 시세는 U$ 2,850~2,950/t(로테르담)로 전월 말 가격 유지‐인도 마그네슘 잉곳 시장 : 월말 시세는 258~263루피/kg로 전월 말보다 2루피/kg 하락‐러시아 마그네슘 잉곳 시장 : 월말 시세는 271~276루블/kg로 전월 말 272~282루블/kg보다하락"
202405,마그네슘,"중국 시장, 4월 마그네슘 가격 추이‐ 마그네슘 잉곳(Ingot, 99.95% min) : 월말 시세는 18,400~18,900위안/톤(U$2,555~2,625/t) EXW D/P로 전월 말보다 100위안/톤 하락‐마그네슘 분말(powder) : 월말 시세는 19,100~19,600위안/톤(U$ 2,652~2,722/t) EXW D/P로 전월 말보다 100위안/톤 상승‐마그네슘 합금(Alloy) : 월말 시세는 19,800~20,300위안/톤(U$ 2,750~2,819/t) EXW D/P로전월 말 가격 유지‐마그네슘 잉곳 수출시장 : 월말 수출가는 U$ 2,600~2,650/t(FOB 중국)로 전월 말 가격 유지‐마그네슘 분말 수출시장 : 월말 수출가는 U$ 2,710~2,760/t(FOB 중국)로 전월 말보다 30위안/톤 상승‐마그네슘 합금 수출시장 : 월말 수출가는 U$ 2,790~2,840/t(FOB 중국)로 전월 말보다 40위안/톤 상승"
